cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,reseña_id,texto_reseña,fecha_reseña,producto_categoria,longitud_reseña
242,6,9817.77,249.18,120,32,web,1,1242,"El servicio fue regular, podría mejorar.",2025-05-14,Hogar,6
243,25,2706.59,178.22,75,2,móvil,5,1243,"Muy recomendable, volvería a comprar.",2025-12-01,Servicios,5
244,22,1226.34,167.27,52,65,móvil,15,1244,"Buen producto, la calidad es excelente y llegó rápido.",2025-12-27,Servicios,9
245,12,6165.52,125.18,18,62,móvil,3,1245,Relación calidad-precio aceptable.,2025-08-21,Electrónica,3
246,14,7034.31,458.14,97,69,tienda_fisica,13,1246,Entrega rápida y buen empaque.,2025-12-07,Ropa,5
247,17,4495.14,357.81,10,15,web,1,1247,"El servicio fue regular, podría mejorar.",2025-10-08,Servicios,6
248,6,3314.77,269.76,15,27,tienda_fisica,12,1248,Excelente atención y variedad de productos.,2025-10-26,Servicios,6
249,26,603.58,83.33,54,59,móvil,10,1249,"Muy recomendable, volvería a comprar.",2025-01-30,Electrónica,5
250,24,266.62,142.14,1,28,tienda_fisica,10,1250,Relación calidad-precio aceptable.,2025-02-07,Hogar,3
251,23,684.41,497.18,120,9,web,15,1251,Entrega rápida y buen empaque.,2025-08-30,Hogar,5
252,6,7701.27,387.6,94,54,web,6,1252,El producto llegó defectuoso.,2025-07-15,Retail,4
253,3,6843.17,337.66,70,18,móvil,11,1253,El producto llegó defectuoso.,2025-06-28,Hogar,4
254,17,1317.1,489.79,107,1,web,13,1254,El producto llegó defectuoso.,2025-01-12,Servicios,4
255,18,3823.8,130.24,59,45,móvil,3,1255,El producto llegó defectuoso.,2025-05-22,Hogar,4
256,26,6618.97,315.16,120,3,web,4,1256,"Buen producto, la calidad es excelente y llegó rápido.",2025-04-16,Electrónica,9
257,15,5997.96,357.58,7,32,web,12,1257,"Buen producto, la calidad es excelente y llegó rápido.",2025-01-23,Electrónica,9
258,18,2211.83,434.59,8,18,móvil,9,1258,No estoy satisfecho con la compra.,2025-05-29,Hogar,6
259,19,5999.28,342.82,42,31,web,5,1259,Entrega rápida y buen empaque.,2025-03-15,Ropa,5
260,14,3039.98,49.26,76,23,tienda_fisica,11,1260,No estoy satisfecho con la compra.,2025-12-14,Ropa,6
261,2,9724.29,471.96,86,49,móvil,13,1261,"Muy recomendable, volvería a comprar.",2025-09-26,Ropa,5
262,5,3033.89,108.26,69,61,móvil,4,1262,El producto llegó defectuoso.,2025-04-26,Hogar,4
263,30,623.36,218.09,54,72,móvil,9,1263,"Muy recomendable, volvería a comprar.",2025-03-10,Servicios,5
264,7,3336.12,57.95,58,48,móvil,2,1264,Relación calidad-precio aceptable.,2025-10-02,Servicios,3
265,9,3802.82,310.39,6,10,tienda_fisica,4,1265,"Buen producto, la calidad es excelente y llegó rápido.",2025-10-28,Servicios,9
266,16,2128.45,455.38,39,2,tienda_fisica,4,1266,No estoy satisfecho con la compra.,2025-04-08,Ropa,6
267,30,2463.8,310.11,27,51,tienda_fisica,15,1267,"Muy recomendable, volvería a comprar.",2025-05-03,Electrónica,5
268,13,4689.19,331.39,40,34,tienda_fisica,6,1268,Relación calidad-precio aceptable.,2025-09-20,Retail,3
269,26,9814.12,245.36,108,41,móvil,15,1269,"El servicio fue regular, podría mejorar.",2025-04-15,Hogar,6
270,2,5647.12,126.21,19,3,móvil,5,1270,El producto llegó defectuoso.,2025-10-11,Retail,4
271,10,1566.49,178.34,49,32,tienda_fisica,8,1271,El producto llegó defectuoso.,2025-10-09,Ropa,4
272,25,8224.84,483.92,83,63,tienda_fisica,8,1272,Relación calidad-precio aceptable.,2025-03-28,Retail,3
273,5,7217.12,254.39,118,70,tienda_fisica,11,1273,Excelente atención y variedad de productos.,2025-01-31,Retail,6
274,27,6698.74,386.88,53,18,tienda_fisica,14,1274,"El servicio fue regular, podría mejorar.",2025-11-19,Electrónica,6
275,1,2226.26,238.88,8,62,web,11,1275,Excelente atención y variedad de productos.,2025-09-07,Electrónica,6
276,1,216.43,366.65,69,37,web,1,1276,El producto llegó defectuoso.,2025-09-15,Electrónica,4
277,4,9184.59,271.7,31,25,tienda_fisica,10,1277,Excelente atención y variedad de productos.,2025-09-27,Hogar,6
278,26,3999.12,199.06,52,59,móvil,10,1278,Relación calidad-precio aceptable.,2025-05-05,Retail,3
279,22,8289.22,58.7,110,5,tienda_fisica,2,1279,Relación calidad-precio aceptable.,2025-07-27,Servicios,3
280,2,6385.64,357.37,11,64,móvil,14,1280,"Muy recomendable, volvería a comprar.",2025-08-11,Hogar,5
281,29,5305.18,40.42,28,61,tienda_fisica,5,1281,"El servicio fue regular, podría mejorar.",2025-01-24,Retail,6
282,6,9291.23,170.95,27,19,web,13,1282,"Buen producto, la calidad es excelente y llegó rápido.",2025-12-31,Retail,9
283,6,5661.38,292.01,109,50,móvil,11,1283,Relación calidad-precio aceptable.,2025-10-04,Electrónica,3
284,26,9885.36,367.6,65,45,móvil,1,1284,Excelente atención y variedad de productos.,2025-02-20,Hogar,6
285,11,6071.43,314.66,77,51,móvil,13,1285,"El servicio fue regular, podría mejorar.",2025-06-17,Servicios,6
286,16,2319.98,285.46,49,56,web,3,1286,"Muy recomendable, volvería a comprar.",2025-12-15,Retail,5
287,25,6205.23,403.07,92,10,tienda_fisica,2,1287,"El servicio fue regular, podría mejorar.",2025-05-18,Hogar,6
288,24,3926.74,193.14,12,1,web,5,1288,Excelente atención y variedad de productos.,2025-08-16,Hogar,6
289,5,918.61,226.87,72,72,móvil,9,1289,"El servicio fue regular, podría mejorar.",2025-07-28,Retail,6
290,12,5564.49,306.52,101,42,web,14,1290,"El servicio fue regular, podría mejorar.",2025-07-17,Electrónica,6
291,13,7802.73,367.93,72,32,web,10,1291,El producto llegó defectuoso.,2025-09-24,Retail,4
292,5,2725.74,148.84,19,9,web,3,1292,Excelente atención y variedad de productos.,2025-08-11,Hogar,6
293,16,7837.53,193.34,32,64,móvil,10,1293,Relación calidad-precio aceptable.,2025-11-12,Hogar,3
294,5,3081.35,475.44,43,49,web,13,1294,"El servicio fue regular, podría mejorar.",2025-06-18,Hogar,6
295,27,8244.18,332.5,77,18,móvil,5,1295,El producto llegó defectuoso.,2025-06-14,Retail,4
296,11,1817.49,211.15,41,38,tienda_fisica,12,1296,"Muy recomendable, volvería a comprar.",2025-12-22,Servicios,5
297,11,3791.75,411.92,51,47,tienda_fisica,2,1297,No estoy satisfecho con la compra.,2025-10-16,Hogar,6
298,22,7687.8,32.92,94,60,web,12,1298,Excelente atención y variedad de productos.,2025-04-18,Ropa,6
299,27,8485.49,401.62,87,64,móvil,3,1299,"El servicio fue regular, podría mejorar.",2025-11-21,Retail,6
300,22,1583.73,223.1,49,10,móvil,8,1300,Relación calidad-precio aceptable.,2025-11-03,Servicios,3
301,18,5090.8,461.79,89,54,móvil,9,1301,El producto llegó defectuoso.,2025-01-19,Ropa,4
302,4,7701.09,335.65,46,22,móvil,11,1302,"El servicio fue regular, podría mejorar.",2025-11-10,Ropa,6
303,25,3349.39,402.19,14,2,web,2,1303,El producto llegó defectuoso.,2025-05-13,Ropa,4
304,15,3772.49,242.27,87,65,web,3,1304,No estoy satisfecho con la compra.,2025-06-26,Ropa,6
305,10,4188.96,481.63,15,19,web,6,1305,"El servicio fue regular, podría mejorar.",2025-06-09,Hogar,6
306,17,4855.11,248.56,57,58,móvil,6,1306,No estoy satisfecho con la compra.,2025-02-04,Hogar,6
307,1,8499.34,331.03,87,22,móvil,15,1307,"El servicio fue regular, podría mejorar.",2025-05-05,Electrónica,6
308,11,5620.5,480.06,30,52,tienda_fisica,11,1308,Excelente atención y variedad de productos.,2025-04-05,Servicios,6
309,1,7387.01,443.89,58,55,web,7,1309,El producto llegó defectuoso.,2025-01-03,Hogar,4
310,9,7535.64,408.19,9,14,tienda_fisica,13,1310,No estoy satisfecho con la compra.,2025-10-02,Servicios,6
311,7,4602.63,145.93,111,63,web,9,1311,Entrega rápida y buen empaque.,2025-11-24,Retail,5
312,20,3955.81,74.83,46,59,móvil,10,1312,El producto llegó defectuoso.,2025-03-30,Ropa,4
313,22,1382.78,76.57,40,15,tienda_fisica,3,1313,"El servicio fue regular, podría mejorar.",2025-07-11,Retail,6
314,14,5984.44,295.91,55,24,tienda_fisica,8,1314,El producto llegó defectuoso.,2025-11-22,Servicios,4
315,16,2923.91,109.81,108,58,tienda_fisica,10,1315,Excelente atención y variedad de productos.,2025-01-28,Servicios,6
316,5,1991.53,204.29,72,65,móvil,11,1316,"Muy recomendable, volvería a comprar.",2025-09-11,Electrónica,5
317,23,8406.92,254.58,11,4,móvil,13,1317,El producto llegó defectuoso.,2025-04-23,Hogar,4
318,8,5399.21,100.74,59,64,móvil,9,1318,Relación calidad-precio aceptable.,2025-09-19,Electrónica,3
319,9,7762.37,415.18,47,70,web,14,1319,"El servicio fue regular, podría mejorar.",2025-01-22,Ropa,6
320,14,1069.04,418.43,97,32,tienda_fisica,5,1320,No estoy satisfecho con la compra.,2025-01-17,Hogar,6
321,28,8176.45,230.75,16,31,móvil,4,1321,Entrega rápida y buen empaque.,2025-10-29,Retail,5
322,6,6180.7,396.73,105,27,tienda_fisica,13,1322,El producto llegó defectuoso.,2025-01-31,Retail,4
323,20,5410.75,175.35,91,38,tienda_fisica,5,1323,Relación calidad-precio aceptable.,2025-10-21,Retail,3
324,5,9629.58,397.13,118,8,móvil,5,1324,"El servicio fue regular, podría mejorar.",2025-12-02,Ropa,6
325,5,7128.38,417.67,98,51,web,8,1325,No estoy satisfecho con la compra.,2025-03-14,Servicios,6
326,13,4547.32,324.14,113,12,tienda_fisica,7,1326,El producto llegó defectuoso.,2025-09-21,Retail,4
327,15,9505.03,177.1,1,12,tienda_fisica,12,1327,Entrega rápida y buen empaque.,2025-08-23,Retail,5
328,26,5367.52,124.56,55,28,tienda_fisica,8,1328,"El servicio fue regular, podría mejorar.",2025-05-18,Retail,6
329,18,5800.44,291.75,63,44,móvil,15,1329,Entrega rápida y buen empaque.,2025-12-16,Retail,5
330,21,7849.7,240.6,16,21,web,8,1330,"El servicio fue regular, podría mejorar.",2025-08-22,Electrónica,6
331,23,9098.6,443.43,39,21,web,14,1331,No estoy satisfecho con la compra.,2025-05-21,Hogar,6
332,3,3749.85,453.82,22,7,web,7,1332,Relación calidad-precio aceptable.,2025-11-17,Retail,3
333,21,957.43,65.69,28,62,móvil,2,1333,El producto llegó defectuoso.,2025-03-09,Servicios,4
334,1,130.22,184.92,16,55,tienda_fisica,12,1334,"Muy recomendable, volvería a comprar.",2025-03-09,Servicios,5
335,13,938.84,406.86,14,41,móvil,6,1335,No estoy satisfecho con la compra.,2025-06-03,Electrónica,6
336,21,9929.75,88.57,68,2,web,10,1336,Excelente atención y variedad de productos.,2025-11-29,Hogar,6
337,24,2169.9,379.17,118,53,web,10,1337,Entrega rápida y buen empaque.,2025-12-18,Hogar,5
338,29,1049.63,381.17,76,50,móvil,6,1338,"El servicio fue regular, podría mejorar.",2025-08-08,Servicios,6
339,9,6463.97,139.12,77,37,móvil,13,1339,No estoy satisfecho con la compra.,2025-12-20,Servicios,6
340,17,6088.92,110.55,51,38,web,11,1340,No estoy satisfecho con la compra.,2025-01-28,Retail,6
341,4,2448.76,326.28,10,68,web,15,1341,El producto llegó defectuoso.,2025-01-07,Hogar,4
342,13,8615.1,292.82,47,70,móvil,11,1342,Excelente atención y variedad de productos.,2025-03-30,Retail,6
343,19,721.95,145.85,6,8,móvil,13,1343,"Buen producto, la calidad es excelente y llegó rápido.",2025-07-23,Electrónica,9
344,14,7033.02,59.57,69,69,tienda_fisica,10,1344,El producto llegó defectuoso.,2025-03-20,Retail,4
345,3,5137.48,117.53,104,20,móvil,9,1345,Relación calidad-precio aceptable.,2025-06-17,Electrónica,3
346,10,7001.83,370.38,109,31,móvil,1,1346,"El servicio fue regular, podría mejorar.",2025-05-06,Ropa,6
347,15,6142.35,46.41,86,23,web,2,1347,"El servicio fue regular, podría mejorar.",2025-01-07,Hogar,6
348,6,4989.31,186.42,67,34,tienda_fisica,3,1348,"Buen producto, la calidad es excelente y llegó rápido.",2025-07-10,Servicios,9
349,25,9003.98,180.81,55,35,web,9,1349,"El servicio fue regular, podría mejorar.",2025-02-02,Retail,6
350,16,4579.22,192.86,64,22,móvil,6,1350,"El servicio fue regular, podría mejorar.",2025-03-22,Ropa,6
351,8,7420.76,21.23,110,2,móvil,4,1351,"El servicio fue regular, podría mejorar.",2025-01-24,Electrónica,6
352,30,1543.34,466.96,110,5,móvil,9,1352,El producto llegó defectuoso.,2026-01-01,Retail,4
353,11,2520.22,459.61,41,35,tienda_fisica,14,1353,No estoy satisfecho con la compra.,2025-02-09,Hogar,6
354,17,6749.59,45.28,29,67,tienda_fisica,1,1354,"El servicio fue regular, podría mejorar.",2025-07-25,Retail,6
355,25,8456.22,177.1,71,59,web,1,1355,Relación calidad-precio aceptable.,2025-07-08,Hogar,3
356,24,6246.04,242.68,76,64,web,13,1356,Relación calidad-precio aceptable.,2025-04-11,Retail,3
357,5,113.46,216.82,30,70,tienda_fisica,6,1357,No estoy satisfecho con la compra.,2025-11-22,Ropa,6
358,1,7601.35,200.61,95,40,tienda_fisica,2,1358,Entrega rápida y buen empaque.,2025-04-16,Electrónica,5
359,16,9613.79,486.83,19,36,tienda_fisica,2,1359,El producto llegó defectuoso.,2025-01-23,Servicios,4
360,23,8961.0,240.06,96,11,web,10,1360,El producto llegó defectuoso.,2025-02-18,Ropa,4
361,3,5939.36,49.9,85,17,tienda_fisica,4,1361,El producto llegó defectuoso.,2025-05-30,Servicios,4
362,23,8327.4,176.6,58,35,móvil,4,1362,El producto llegó defectuoso.,2025-02-08,Retail,4
363,5,1101.29,235.79,41,53,web,2,1363,"El servicio fue regular, podría mejorar.",2025-10-02,Servicios,6
364,10,4660.3,429.19,12,21,móvil,13,1364,"Muy recomendable, volvería a comprar.",2025-12-18,Servicios,5
365,7,8367.45,177.34,12,32,móvil,6,1365,"Buen producto, la calidad es excelente y llegó rápido.",2025-07-22,Ropa,9
366,9,8209.89,103.46,52,58,tienda_fisica,9,1366,Relación calidad-precio aceptable.,2025-10-09,Electrónica,3
367,4,8048.77,87.1,2,8,web,14,1367,"Muy recomendable, volvería a comprar.",2025-04-24,Electrónica,5
368,12,6878.54,470.04,11,34,web,15,1368,El producto llegó defectuoso.,2025-02-08,Servicios,4
369,29,6477.57,408.46,12,43,web,2,1369,No estoy satisfecho con la compra.,2025-01-22,Electrónica,6
370,30,5760.15,414.41,51,64,móvil,1,1370,Excelente atención y variedad de productos.,2025-07-15,Electrónica,6
371,12,2186.43,109.83,36,58,tienda_fisica,15,1371,Excelente atención y variedad de productos.,2025-03-18,Hogar,6
372,21,2986.3,217.76,71,62,web,1,1372,No estoy satisfecho con la compra.,2025-02-14,Ropa,6
373,14,2034.61,444.63,68,32,móvil,11,1373,Excelente atención y variedad de productos.,2025-10-06,Hogar,6
374,16,5467.95,252.65,117,65,web,6,1374,Entrega rápida y buen empaque.,2025-07-18,Hogar,5
375,11,5991.31,34.07,104,36,móvil,1,1375,"Buen producto, la calidad es excelente y llegó rápido.",2025-08-30,Servicios,9
376,6,1046.34,335.29,35,69,tienda_fisica,14,1376,No estoy satisfecho con la compra.,2025-01-29,Retail,6
377,12,9355.3,495.94,23,23,web,4,1377,El producto llegó defectuoso.,2025-10-31,Ropa,4
378,23,7020.58,474.83,73,19,móvil,10,1378,"Buen producto, la calidad es excelente y llegó rápido.",2025-04-07,Retail,9
379,6,4929.84,63.32,30,29,móvil,1,1379,Relación calidad-precio aceptable.,2025-09-27,Ropa,3
380,30,6160.64,407.09,44,23,móvil,15,1380,Entrega rápida y buen empaque.,2025-06-15,Electrónica,5
381,19,7061.73,87.99,15,68,web,14,1381,Excelente atención y variedad de productos.,2025-07-06,Electrónica,6
382,19,1055.27,164.85,18,21,web,12,1382,El producto llegó defectuoso.,2025-08-12,Retail,4
383,6,7086.47,289.75,114,46,tienda_fisica,4,1383,Entrega rápida y buen empaque.,2025-12-07,Hogar,5
384,10,7353.25,161.37,23,1,tienda_fisica,12,1384,El producto llegó defectuoso.,2025-10-21,Servicios,4
385,6,6043.77,462.1,79,29,móvil,11,1385,"Buen producto, la calidad es excelente y llegó rápido.",2025-10-17,Ropa,9
386,11,7466.17,134.24,41,22,web,11,1386,Excelente atención y variedad de productos.,2025-02-15,Hogar,6
387,1,2688.86,139.78,9,45,tienda_fisica,5,1387,"Muy recomendable, volvería a comprar.",2025-02-25,Retail,5
388,13,4410.29,221.43,22,53,tienda_fisica,8,1388,"Buen producto, la calidad es excelente y llegó rápido.",2025-07-13,Electrónica,9
389,4,8296.63,398.59,74,29,móvil,3,1389,El producto llegó defectuoso.,2025-08-20,Ropa,4
390,1,3221.23,476.8,10,44,web,3,1390,Relación calidad-precio aceptable.,2025-07-12,Electrónica,3
391,11,5960.6,314.55,62,4,web,7,1391,"El servicio fue regular, podría mejorar.",2025-12-01,Electrónica,6
392,6,582.88,178.93,25,53,web,12,1392,El producto llegó defectuoso.,2025-10-11,Ropa,4
393,22,2851.15,134.02,7,51,tienda_fisica,10,1393,Relación calidad-precio aceptable.,2025-10-09,Ropa,3
394,12,87.96,62.06,106,62,móvil,4,1394,"Buen producto, la calidad es excelente y llegó rápido.",2025-02-19,Servicios,9
395,21,2953.52,59.33,109,15,web,5,1395,Excelente atención y variedad de productos.,2025-07-23,Servicios,6
396,3,6436.57,206.01,48,49,móvil,6,1396,Relación calidad-precio aceptable.,2025-04-06,Hogar,3
397,15,4677.33,128.6,35,8,móvil,3,1397,Relación calidad-precio aceptable.,2025-12-23,Electrónica,3
398,22,3470.72,279.9,97,30,tienda_fisica,9,1398,"El servicio fue regular, podría mejorar.",2025-02-01,Electrónica,6
399,18,6886.33,469.45,74,31,móvil,8,1399,El producto llegó defectuoso.,2025-06-03,Ropa,4
400,17,5733.64,268.07,74,19,web,2,1400,"Buen producto, la calidad es excelente y llegó rápido.",2025-08-18,Hogar,9
401,26,1967.62,40.48,11,56,web,4,1401,No estoy satisfecho con la compra.,2025-11-18,Servicios,6
402,11,9112.5,458.8,9,12,web,7,1402,Relación calidad-precio aceptable.,2025-10-12,Ropa,3
403,28,2798.2,239.92,112,2,móvil,13,1403,Entrega rápida y buen empaque.,2025-12-25,Ropa,5
404,4,4173.7,91.14,76,13,tienda_fisica,15,1404,El producto llegó defectuoso.,2025-02-24,Ropa,4
405,28,5379.55,185.06,53,34,tienda_fisica,7,1405,Relación calidad-precio aceptable.,2025-12-02,Electrónica,3
406,2,1763.39,213.43,80,52,móvil,1,1406,"Muy recomendable, volvería a comprar.",2025-07-22,Ropa,5
407,24,4778.42,148.92,48,3,móvil,6,1407,"Buen producto, la calidad es excelente y llegó rápido.",2025-06-05,Servicios,9
408,28,6977.02,67.14,112,30,móvil,3,1408,"Muy recomendable, volvería a comprar.",2025-06-03,Retail,5
409,9,7301.55,310.39,12,25,tienda_fisica,8,1409,Entrega rápida y buen empaque.,2025-04-19,Hogar,5
410,27,609.25,399.92,9,40,móvil,12,1410,Entrega rápida y buen empaque.,2025-09-17,Hogar,5
411,6,1968.0,419.81,108,8,móvil,4,1411,"Buen producto, la calidad es excelente y llegó rápido.",2025-01-17,Servicios,9
412,23,2031.14,196.81,60,65,móvil,7,1412,Entrega rápida y buen empaque.,2025-11-22,Electrónica,5
413,12,4913.43,234.13,112,61,web,10,1413,No estoy satisfecho con la compra.,2025-10-10,Electrónica,6
414,27,8950.19,379.5,89,12,móvil,5,1414,Excelente atención y variedad de productos.,2025-01-15,Retail,6
415,28,5743.97,483.16,110,29,móvil,11,1415,Excelente atención y variedad de productos.,2025-04-26,Electrónica,6
416,21,4124.6,29.63,100,2,tienda_fisica,8,1416,Relación calidad-precio aceptable.,2025-03-09,Servicios,3
417,8,2561.28,406.44,40,36,tienda_fisica,7,1417,"Buen producto, la calidad es excelente y llegó rápido.",2025-07-12,Servicios,9
418,7,4693.65,345.05,106,51,móvil,10,1418,Relación calidad-precio aceptable.,2025-02-22,Hogar,3
419,18,6491.05,312.34,39,14,web,8,1419,Entrega rápida y buen empaque.,2025-02-02,Ropa,5
420,28,2805.01,334.94,115,39,móvil,4,1420,Entrega rápida y buen empaque.,2025-03-18,Retail,5
421,26,8580.29,408.81,52,41,tienda_fisica,11,1421,"Buen producto, la calidad es excelente y llegó rápido.",2025-03-13,Servicios,9
422,10,2631.29,220.91,50,5,tienda_fisica,10,1422,"Muy recomendable, volvería a comprar.",2025-12-29,Electrónica,5
423,24,7148.02,349.43,82,61,tienda_fisica,15,1423,Entrega rápida y buen empaque.,2025-12-10,Servicios,5
424,28,1741.37,335.66,72,24,móvil,5,1424,Relación calidad-precio aceptable.,2025-02-19,Ropa,3
425,24,8093.02,386.2,24,43,móvil,11,1425,Relación calidad-precio aceptable.,2025-02-15,Servicios,3
426,24,8720.75,221.83,114,43,web,6,1426,No estoy satisfecho con la compra.,2025-05-14,Retail,6
427,28,1221.93,45.76,82,10,tienda_fisica,8,1427,"Muy recomendable, volvería a comprar.",2025-04-10,Retail,5
428,17,3018.64,45.95,110,20,tienda_fisica,3,1428,El producto llegó defectuoso.,2025-04-13,Electrónica,4
429,5,3198.02,363.52,100,11,móvil,8,1429,"Muy recomendable, volvería a comprar.",2025-06-20,Hogar,5
430,21,627.24,236.99,27,22,tienda_fisica,10,1430,Entrega rápida y buen empaque.,2025-03-23,Servicios,5
431,20,4365.43,226.12,55,62,móvil,7,1431,Excelente atención y variedad de productos.,2025-01-03,Electrónica,6
432,24,3762.36,26.76,42,68,web,4,1432,No estoy satisfecho con la compra.,2025-01-10,Ropa,6
433,8,6950.57,185.29,17,14,tienda_fisica,7,1433,No estoy satisfecho con la compra.,2025-09-15,Electrónica,6
434,3,8247.25,163.14,38,59,tienda_fisica,12,1434,Excelente atención y variedad de productos.,2025-09-24,Retail,6
435,14,8885.34,497.83,44,63,tienda_fisica,6,1435,Entrega rápida y buen empaque.,2025-04-07,Ropa,5
436,8,2282.0,492.74,28,3,web,10,1436,"Buen producto, la calidad es excelente y llegó rápido.",2025-09-16,Hogar,9
437,23,6522.88,37.93,113,33,web,13,1437,Entrega rápida y buen empaque.,2025-10-01,Electrónica,5
438,22,1125.73,421.34,7,15,tienda_fisica,7,1438,"Buen producto, la calidad es excelente y llegó rápido.",2025-08-16,Electrónica,9
439,16,7033.59,118.64,88,2,móvil,5,1439,Relación calidad-precio aceptable.,2025-08-04,Electrónica,3
440,20,6076.06,85.84,107,14,tienda_fisica,9,1440,Relación calidad-precio aceptable.,2025-11-13,Electrónica,3
441,26,1107.32,115.35,26,34,web,14,1441,"El servicio fue regular, podría mejorar.",2025-09-25,Retail,6
442,10,1645.72,283.11,117,27,web,12,1442,El producto llegó defectuoso.,2025-09-04,Retail,4
443,1,6732.75,455.3,107,64,móvil,3,1443,"Buen producto, la calidad es excelente y llegó rápido.",2025-02-16,Servicios,9
444,29,2596.13,130.96,38,34,tienda_fisica,8,1444,"El servicio fue regular, podría mejorar.",2025-01-26,Electrónica,6
445,28,2941.14,404.77,41,55,web,12,1445,"Buen producto, la calidad es excelente y llegó rápido.",2025-03-01,Servicios,9
446,28,1427.02,330.66,43,46,web,15,1446,"Buen producto, la calidad es excelente y llegó rápido.",2025-08-13,Electrónica,9
447,12,8158.89,107.78,52,52,tienda_fisica,8,1447,"El servicio fue regular, podría mejorar.",2025-05-20,Retail,6
448,21,8866.93,100.05,17,8,móvil,14,1448,El producto llegó defectuoso.,2025-03-23,Hogar,4
449,26,5710.99,230.32,79,49,web,13,1449,"Muy recomendable, volvería a comprar.",2025-07-03,Hogar,5
450,16,9207.96,74.21,53,57,tienda_fisica,1,1450,Excelente atención y variedad de productos.,2025-02-02,Electrónica,6
451,23,8689.91,271.91,96,29,móvil,11,1451,"Buen producto, la calidad es excelente y llegó rápido.",2025-06-23,Retail,9
452,14,6634.05,139.32,45,50,tienda_fisica,3,1452,"El servicio fue regular, podría mejorar.",2025-10-13,Ropa,6
453,21,9347.0,262.67,61,64,tienda_fisica,14,1453,"Buen producto, la calidad es excelente y llegó rápido.",2025-03-26,Electrónica,9
454,8,3342.4,153.52,65,29,web,9,1454,Entrega rápida y buen empaque.,2025-11-26,Hogar,5
455,3,4617.99,404.61,58,12,móvil,14,1455,No estoy satisfecho con la compra.,2025-09-13,Hogar,6
456,16,7465.13,28.53,52,53,móvil,1,1456,"El servicio fue regular, podría mejorar.",2025-10-13,Retail,6
457,26,6061.82,317.15,39,66,tienda_fisica,9,1457,"El servicio fue regular, podría mejorar.",2025-04-16,Electrónica,6
458,12,8261.84,411.96,109,59,tienda_fisica,6,1458,Entrega rápida y buen empaque.,2025-10-14,Hogar,5
459,23,6588.81,363.64,15,13,tienda_fisica,13,1459,"Muy recomendable, volvería a comprar.",2025-12-04,Ropa,5
460,12,8307.34,482.93,38,71,web,9,1460,Entrega rápida y buen empaque.,2025-07-11,Electrónica,5
461,29,1683.35,87.42,92,53,tienda_fisica,2,1461,"Buen producto, la calidad es excelente y llegó rápido.",2025-05-11,Electrónica,9
462,4,9305.65,208.59,59,25,tienda_fisica,12,1462,No estoy satisfecho con la compra.,2025-06-23,Servicios,6
463,30,6350.74,342.63,16,58,web,8,1463,"Buen producto, la calidad es excelente y llegó rápido.",2025-12-04,Hogar,9
464,16,93.16,373.38,71,56,tienda_fisica,14,1464,Excelente atención y variedad de productos.,2025-10-27,Ropa,6
465,23,5806.62,370.64,17,14,móvil,7,1465,Excelente atención y variedad de productos.,2025-12-03,Ropa,6
466,17,8819.84,220.96,78,32,tienda_fisica,5,1466,Entrega rápida y buen empaque.,2025-07-23,Ropa,5
467,26,1377.05,218.12,90,66,móvil,5,1467,"Muy recomendable, volvería a comprar.",2025-12-26,Retail,5
468,7,2136.64,362.9,88,45,tienda_fisica,15,1468,No estoy satisfecho con la compra.,2025-12-11,Retail,6
469,23,1198.28,189.07,62,54,web,11,1469,Entrega rápida y buen empaque.,2025-10-01,Servicios,5
470,17,1109.38,202.82,7,8,móvil,4,1470,"Buen producto, la calidad es excelente y llegó rápido.",2025-05-17,Hogar,9
471,5,8401.85,351.49,38,27,web,13,1471,Relación calidad-precio aceptable.,2025-10-05,Retail,3
472,4,6180.28,344.25,72,29,web,12,1472,"Muy recomendable, volvería a comprar.",2025-11-28,Retail,5
473,17,7853.86,403.43,37,7,tienda_fisica,15,1473,No estoy satisfecho con la compra.,2025-07-15,Hogar,6
474,18,585.33,376.96,26,57,móvil,14,1474,Entrega rápida y buen empaque.,2025-04-26,Hogar,5
475,25,7262.9,112.88,58,23,tienda_fisica,11,1475,No estoy satisfecho con la compra.,2025-02-08,Retail,6
476,13,454.31,153.97,34,17,web,3,1476,"El servicio fue regular, podría mejorar.",2025-10-27,Servicios,6
477,15,7111.41,94.31,20,42,móvil,10,1477,Entrega rápida y buen empaque.,2025-01-27,Electrónica,5
478,16,7909.59,284.08,10,41,tienda_fisica,9,1478,Relación calidad-precio aceptable.,2025-04-23,Ropa,3
479,26,5076.15,219.65,69,52,web,2,1479,"El servicio fue regular, podría mejorar.",2025-06-28,Ropa,6
480,11,3639.94,124.85,97,68,web,8,1480,Entrega rápida y buen empaque.,2025-10-15,Servicios,5
481,22,3492.77,135.37,83,32,tienda_fisica,1,1481,"El servicio fue regular, podría mejorar.",2025-12-16,Electrónica,6
482,13,2603.08,367.51,4,67,móvil,14,1482,"El servicio fue regular, podría mejorar.",2025-07-11,Hogar,6
483,16,486.32,451.18,25,42,tienda_fisica,9,1483,"Muy recomendable, volvería a comprar.",2025-02-12,Ropa,5
